SalePrice,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SaleCondition,SaleType,KitchenQual,BsmtQual,ExterQual,MSZoning
179500,8,1939,1997,0.0,720,1052,2192,2,8,1,240,Normal,WD,Gd,TA,TA,RL
120500,6,1940,1955,0.0,740,778,778,1,4,1,924,Normal,WD,TA,TA,TA,RM
148000,7,1976,1976,174.0,1143,1113,1113,1,6,1,504,Normal,WD,TA,TA,TA,RL
266000,5,2006,2006,0.0,1095,1095,1939,2,8,3,1053,Partial,New,Gd,Gd,Gd,FV
241500,7,1954,2005,0.0,1385,1363,1363,1,5,2,439,Normal,WD,TA,Gd,TA,RL
290000,7,1999,2007,348.0,1152,1164,2270,2,9,3,671,Normal,WD,Gd,Gd,Gd,RL
139000,6,1958,1988,183.0,1240,1632,1632,2,6,1,338,Normal,WD,TA,TA,TA,RL
124500,7,1982,1982,0.0,816,816,816,1,5,1,264,Normal,WD,TA,TA,TA,RL
205000,7,1925,2007,0.0,952,952,1548,2,5,2,672,Normal,WD,Ex,TA,Gd,RL
201000,5,2003,2003,0.0,1560,1560,1560,2,7,2,573,Normal,WD,Gd,Ex,Gd,RL
141000,5,1951,1951,0.0,864,864,864,1,4,2,400,Normal,WD,TA,TA,TA,RL
415298,5,2006,2007,315.0,2121,2121,2121,2,8,3,732,Partial,New,Ex,Ex,Ex,RL
192000,5,1977,1977,299.0,1160,1156,2022,2,8,2,505,Normal,WD,TA,Gd,TA,RL
228500,6,1989,1989,340.0,807,1175,1982,2,7,2,575,Normal,WD,Gd,Gd,Gd,RL
185000,5,2006,2006,68.0,1262,1262,1262,2,5,2,572,Partial,New,Gd,Gd,Gd,FV
207500,5,2007,2008,166.0,1314,1314,1314,2,6,2,626,Normal,ConLw,Gd,Gd,Gd,RL
244600,5,2008,2009,72.0,1468,1468,1468,2,6,3,898,Partial,New,Gd,Gd,Gd,RL
179200,5,1992,1992,0.0,1575,1575,1575,2,5,2,529,Normal,WD,Gd,Gd,Gd,RL
164700,5,2006,2007,0.0,625,625,1250,2,5,2,528,Partial,New,Gd,Gd,Gd,FV
159000,7,1962,1981,0.0,912,1085,1734,1,7,2,440,Normal,WD,Gd,TA,TA,RL
88000,4,1971,1971,0.0,858,858,858,1,5,0,0,Normal,WD,TA,TA,TA,RL
122000,5,1967,1967,31.0,882,900,900,1,5,1,280,Normal,WD,TA,TA,TA,RL
153575,7,1915,2003,0.0,698,698,1396,1,7,1,384,Normal,WD,TA,TA,TA,RL
233230,5,2006,2006,0.0,1079,1079,1919,2,8,2,685,Partial,New,Gd,Gd,Gd,RL
135900,6,1912,2000,0.0,780,936,1716,2,9,0,0,Normal,WD,Fa,TA,TA,RL
131000,4,1949,2008,0.0,768,1148,1716,1,8,1,281,Normal,WD,TA,TA,TA,RL
235000,7,1977,1994,34.0,795,1468,2263,2,9,2,539,Normal,WD,Gd,TA,TA,RL
167000,5,1953,1953,238.0,1416,1644,1644,1,7,2,418,Normal,WD,TA,TA,TA,RL
142500,6,1984,1984,0.0,1003,1003,1003,1,6,2,588,Normal,WD,TA,TA,TA,RL
152000,5,1950,1950,0.0,910,910,1558,1,6,1,282,Normal,WD,TA,TA,TA,RM
239000,5,1997,1998,1600.0,975,975,1950,2,7,2,576,Normal,WD,Gd,Gd,Gd,FV
175000,6,1968,1968,365.0,702,1041,1743,1,7,2,539,Normal,WD,TA,TA,Gd,RL
158500,8,1950,2004,0.0,1092,1152,1152,1,6,1,300,Family,WD,Gd,TA,TA,RL
157000,5,1953,1953,56.0,1165,1336,1336,1,5,1,375,Normal,WD,TA,TA,TA,RL
267000,5,1998,1999,0.0,1028,1210,2452,2,9,2,683,Normal,WD,Gd,Gd,Gd,RL
205000,5,2001,2002,150.0,1541,1541,1541,2,6,3,843,Normal,WD,Gd,Gd,Gd,RL
149900,7,1972,1972,0.0,894,894,894,1,5,2,552,Abnorml,WD,TA,TA,TA,RL
295000,9,1880,2002,0.0,1470,1675,3493,3,10,3,870,Normal,WD,Gd,TA,TA,RM
305900,5,2004,2005,246.0,2000,2000,2000,2,8,3,888,Normal,WD,Gd,Gd,Gd,RL
225000,5,1990,1991,246.0,700,1122,2243,2,8,3,746,Normal,WD,Gd,Gd,Gd,RL
89500,7,1920,1950,0.0,319,1035,1406,1,6,0,0,Normal,WD,Fa,TA,TA,RM
82500,5,1940,1950,0.0,861,861,861,1,4,2,539,Normal,WD,TA,TA,TA,RL
360000,5,2003,2004,0.0,1896,1944,1944,2,8,3,708,Normal,WD,Ex,Ex,Gd,RL
165600,5,1993,1994,112.0,697,697,1501,2,6,2,420,Normal,WD,Gd,Gd,TA,RL
132000,6,1948,2002,0.0,972,972,972,1,5,1,240,Normal,WD,TA,TA,TA,RL
119900,7,1939,1950,0.0,793,793,1118,1,5,2,410,Normal,WD,TA,Gd,TA,RM
375000,5,1965,1965,0.0,2136,2036,2036,2,8,2,513,Normal,WD,TA,Gd,TA,RL
178000,7,1925,1990,0.0,728,832,1641,1,6,2,546,Normal,WD,Ex,TA,TA,RM
188500,5,2004,2005,0.0,716,716,1432,2,6,2,432,Normal,WD,Gd,Gd,Gd,RL
260000,7,1980,1980,278.0,845,1153,2353,2,10,2,484,Normal,WD,Ex,Gd,Gd,RL
270000,5,2006,2006,0.0,1088,1088,1959,2,8,3,1025,Normal,WD,Gd,Gd,Gd,FV
260000,5,1993,1993,256.0,1347,1372,2646,2,9,3,656,Normal,WD,Gd,Gd,Gd,RL
187500,5,1980,1980,225.0,1372,1472,1472,2,6,2,588,Normal,WD,TA,Gd,TA,RL
342643,5,2006,2006,370.0,1249,1249,2596,3,9,3,840,Partial,New,Gd,Ex,TA,RL
354000,5,2004,2004,388.0,1136,1136,2468,2,10,3,872,Normal,WD,Gd,Ex,Gd,RL
301000,5,1986,1987,172.0,1502,1553,2730,2,8,2,576,Normal,WD,Gd,TA,Gd,RL
126175,8,1955,2005,0.0,1162,1163,1163,1,6,1,220,Normal,WD,TA,TA,TA,RM
242000,7,1967,2007,300.0,710,1898,2978,2,11,2,564,Normal,WD,Gd,Gd,Gd,RL
87000,6,1941,1950,0.0,720,803,803,1,5,2,360,Normal,WD,TA,TA,TA,RM
324000,5,1993,1993,0.0,1719,1719,1719,1,6,2,473,Normal,Con,Gd,Gd,Gd,RL
145250,5,1960,1960,175.0,1383,1383,1383,1,7,1,292,Normal,WD,TA,TA,TA,RL
214500,6,1916,1994,0.0,844,1445,2134,2,10,2,441,Normal,WD,Gd,TA,TA,RL
78000,5,1920,1950,0.0,596,596,1192,1,6,1,189,Normal,WD,TA,TA,TA,RM
119000,4,1964,1964,84.0,1728,1728,1728,2,10,1,352,Normal,WD,TA,TA,TA,RL
139000,6,1958,1992,0.0,1056,1056,1056,1,6,1,308,Normal,WD,TA,TA,TA,RL
284000,5,2003,2004,296.0,3206,1629,1629,2,7,3,880,Normal,WD,Gd,Gd,Gd,RL
207000,5,2004,2004,146.0,1358,1358,1358,2,6,2,484,Normal,WD,Gd,Gd,Gd,RM
192000,5,1998,1998,0.0,943,943,1638,2,7,2,472,Normal,WD,TA,Gd,TA,RL
228950,6,1965,1965,0.0,1499,1619,1786,2,7,2,529,Normal,WD,TA,TA,TA,RL
377426,5,2005,2006,200.0,1922,1922,1922,2,8,3,676,Normal,WD,Gd,Ex,Gd,RL
214000,5,2002,2003,113.0,1536,1536,1536,2,7,2,532,Normal,WD,Gd,Gd,Gd,RL
202500,7,1984,1998,0.0,1208,1621,1621,2,8,2,440,Normal,WD,Gd,Gd,Gd,RL
155000,7,1958,1998,176.0,1215,1215,1215,1,6,1,297,Normal,WD,TA,TA,TA,RL
202900,5,2002,2002,0.0,967,993,1908,2,9,2,431,Normal,WD,Gd,Gd,Gd,RL
82000,4,1950,1950,0.0,721,841,841,1,4,1,294,Normal,WD,TA,TA,Fa,RH
87500,4,1949,1950,340.0,0,1040,1040,2,6,2,400,Normal,WD,TA,None,TA,RL
266000,5,2005,2005,616.0,1684,1684,1684,2,6,2,564,Normal,WD,Ex,Ex,Ex,RL
85000,3,1976,1976,0.0,536,536,1112,1,4,1,336,Normal,WD,TA,Gd,TA,RM
140200,5,1939,1950,0.0,972,972,1577,1,6,1,312,Normal,WD,Fa,TA,TA,RL
151500,8,1960,1998,0.0,958,958,958,1,5,1,301,Normal,WD,TA,TA,TA,RL
157500,5,1960,1960,30.0,1478,1478,1478,2,6,2,498,Normal,WD,TA,TA,TA,RL
154000,5,2003,2004,106.0,764,764,1626,2,6,2,474,Normal,WD,Gd,Gd,Gd,RL
437154,5,2005,2006,870.0,1848,1848,2728,2,10,3,706,Partial,New,Ex,Ex,Ex,RL
318061,5,2007,2007,362.0,1869,1869,1869,2,6,2,617,Partial,New,Ex,Ex,Ex,RL
190000,5,1986,1986,0.0,1453,1453,1453,1,6,2,445,Abnorml,WD,Gd,Gd,TA,RL
95000,6,1941,1950,0.0,616,616,1111,1,5,1,200,Normal,ConLw,TA,TA,TA,RL
105900,8,1928,2003,0.0,624,720,720,1,5,2,484,Normal,WD,TA,TA,TA,RM
140000,5,1940,2000,0.0,940,1192,1595,1,6,1,240,Normal,WD,TA,TA,TA,RL
177500,5,1995,1995,0.0,1200,1200,1200,2,6,2,521,Normal,WD,Gd,Gd,Gd,RL
173000,6,1992,1992,106.0,1158,1167,1167,2,6,2,400,Normal,WD,Gd,Gd,TA,RL
134000,5,1976,1976,0.0,1142,1142,1142,1,6,2,528,Normal,WD,TA,Gd,TA,RM
130000,4,1958,1958,120.0,1062,1352,1352,1,6,1,288,Abnorml,WD,Gd,TA,TA,RL
280000,5,1998,1998,530.0,1086,1086,1924,2,7,2,592,Normal,WD,Gd,Gd,Gd,RL
156000,6,1978,1978,0.0,888,912,912,1,5,2,470,Normal,WD,TA,Gd,TA,RL
145000,5,1940,1982,0.0,883,988,1505,1,8,1,240,Normal,WD,TA,TA,TA,RL
198500,5,2003,2003,500.0,0,495,1922,3,7,2,672,Normal,ConLD,Gd,None,Gd,RL
118000,8,1972,2007,510.0,483,483,987,1,5,1,264,Normal,WD,Gd,TA,TA,RM
190000,5,1976,1976,120.0,796,790,1574,2,6,2,566,Normal,WD,TA,Gd,TA,RL
147000,7,1920,1997,0.0,672,672,1344,1,6,1,468,Normal,WD,TA,TA,TA,RM
159000,5,1963,1963,247.0,1394,1394,1394,1,6,2,514,Normal,WD,TA,Gd,TA,RL
165000,5,1962,1962,305.0,1099,1431,1431,1,6,1,296,Normal,WD,TA,Gd,TA,RL
132000,6,1954,1954,200.0,1268,1268,1268,1,7,1,244,Normal,WD,TA,TA,TA,RL
162000,7,1959,2006,0.0,1063,1287,1287,1,7,2,576,Normal,WD,Gd,TA,TA,RL
172400,5,2000,2000,0.0,953,953,1664,2,7,2,460,Normal,WD,TA,Gd,TA,RL
134432,4,1959,1959,0.0,0,1120,1588,2,7,2,680,Normal,WD,TA,None,TA,RL
125000,5,1984,1984,0.0,744,752,752,1,4,1,264,Normal,WD,TA,Gd,TA,RL
123000,6,1953,1953,0.0,608,1319,1319,1,5,1,270,Normal,WD,TA,TA,TA,RL
219500,5,2003,2004,0.0,847,847,1928,2,8,2,434,Normal,WD,Gd,Gd,Gd,RL
61000,1,1922,1950,0.0,683,904,904,0,4,0,0,Normal,WD,Fa,Fa,Fa,RL
148000,5,1996,1996,0.0,870,914,914,1,5,2,576,Normal,WD,TA,Gd,Gd,RL
340000,5,2004,2005,0.0,1580,1580,2466,3,8,2,610,Normal,WD,Gd,Gd,Gd,FV
394432,2,2010,2010,350.0,1856,1856,1856,1,8,3,834,Partial,New,Ex,Ex,Gd,RL
179000,5,2000,2000,16.0,982,1007,1800,2,7,2,463,Normal,WD,TA,Gd,TA,RL
127000,6,1924,1950,0.0,1026,1026,1691,2,6,1,308,Normal,WD,Gd,TA,TA,RL
187750,5,2006,2006,0.0,1293,1301,1301,2,5,2,572,Partial,New,Gd,Gd,Gd,FV
213500,5,2006,2006,0.0,939,939,1797,2,8,2,639,Normal,WD,Gd,Gd,Gd,RL
76000,3,1928,1950,0.0,784,784,784,1,5,2,360,Normal,WD,TA,Fa,TA,RH
240000,5,1992,1992,0.0,1580,1079,1953,2,9,2,501,Normal,WD,Gd,Gd,Gd,RL
192000,5,2004,2005,16.0,1256,1269,1269,2,6,2,430,Normal,WD,Gd,Gd,Gd,RL
81000,3,1910,1996,0.0,658,658,1184,1,8,0,0,AdjLand,WD,TA,TA,TA,RL
125000,6,1976,1976,255.0,1041,1125,1125,1,6,1,352,Abnorml,WD,TA,TA,TA,RL
191000,5,1999,2000,125.0,1468,1479,1479,2,6,2,577,Normal,WD,Gd,Gd,Gd,RL
426000,5,2007,2008,272.0,1682,1742,2332,2,9,3,846,Partial,New,Ex,Ex,Ex,RL
119000,8,1900,1950,0.0,861,961,1367,1,7,1,384,Normal,WD,TA,TA,TA,RL
215000,5,2001,2002,0.0,804,804,1961,2,7,2,560,Normal,WD,Gd,Ex,TA,RL
106500,7,1959,1959,0.0,0,882,882,1,5,1,294,Normal,WD,TA,None,TA,RL
100000,5,1941,1950,0.0,788,788,788,1,4,0,0,Abnorml,WD,TA,TA,TA,RL
109000,6,1940,1950,0.0,735,735,1034,1,5,1,240,Normal,WD,TA,TA,TA,RL
129000,6,1956,1956,0.0,1144,1144,1144,1,6,1,596,Normal,WD,TA,TA,TA,RL
123000,5,1972,1972,0.0,894,894,894,1,6,2,600,Normal,WD,TA,TA,TA,RL
169500,5,1962,1962,288.0,864,876,1812,2,8,1,264,Normal,WD,TA,TA,TA,RL
67000,2,1920,1950,0.0,961,1077,1077,1,6,1,338,Abnorml,WD,TA,Fa,TA,RM
241000,5,2006,2007,100.0,1092,1112,1550,2,7,2,438,Normal,WD,Gd,Gd,Gd,FV
245500,5,1996,1996,0.0,1260,1288,1288,1,4,2,500,Normal,WD,Ex,Gd,Gd,RL
164990,5,2005,2005,0.0,1310,1310,1310,2,6,2,400,Partial,New,Gd,Gd,Gd,RL
108000,8,1940,1997,0.0,672,672,672,1,4,1,240,Normal,WD,TA,TA,TA,RL
258000,5,1998,1998,650.0,1141,1165,2263,2,10,2,420,Abnorml,WD,Gd,Gd,Gd,RL
168000,5,1995,1996,0.0,806,806,1572,2,7,2,373,Normal,WD,TA,Gd,TA,RL
150000,4,1976,1993,0.0,1281,1620,1620,2,8,2,490,Normal,WD,TA,TA,TA,RL
115000,5,1936,1950,0.0,1064,1166,1639,1,6,1,240,Normal,WD,TA,TA,TA,RL
177000,7,1915,1976,0.0,840,840,1680,2,8,1,308,Normal,WD,TA,Gd,TA,RL
280000,5,2006,2006,350.0,1063,1071,2172,2,9,3,947,Partial,New,Gd,Ex,Gd,RL
339750,5,2007,2008,100.0,1034,1050,2078,2,8,3,836,Partial,New,Ex,Ex,Gd,FV
60000,3,1958,1958,0.0,1276,1276,1276,1,5,1,350,Abnorml,COD,TA,TA,TA,RL
145000,5,1955,1955,0.0,1056,1056,1056,1,5,2,572,Normal,WD,TA,TA,TA,RL
222000,5,2009,2009,432.0,1470,1478,1478,2,7,2,484,Partial,New,Gd,Ex,Ex,FV
115000,6,1927,1950,0.0,1008,1028,1028,1,5,2,360,Normal,WD,TA,TA,TA,RM
228000,5,1993,1993,0.0,1080,1080,2097,2,9,3,678,Normal,WD,Gd,Gd,Gd,RL
181134,5,2007,2007,0.0,1340,1340,1340,2,6,2,396,Partial,New,Gd,Gd,Gd,RL
149500,7,1978,1978,203.0,672,672,1400,1,6,2,440,Normal,WD,TA,TA,TA,RL
239000,6,1918,1950,0.0,1370,1370,2624,2,10,3,864,Normal,WD,TA,Gd,TA,RL
126000,6,1940,1950,0.0,756,756,1134,1,7,1,240,AdjLand,WD,TA,TA,TA,RL
142000,6,1968,1968,0.0,1056,1056,1056,1,6,1,304,Normal,WD,TA,TA,TA,RL
206300,5,1997,1998,200.0,1344,1344,1344,2,8,4,784,Alloca,WD,TA,Gd,TA,RM
215000,7,1977,2000,126.0,1602,1602,1602,2,8,2,529,Normal,WD,Gd,Gd,Gd,RL
113000,5,1954,1954,0.0,988,988,988,1,4,2,520,Normal,WD,TA,TA,TA,RL
315000,5,1998,1998,473.0,1470,1470,2630,2,8,3,696,Normal,WD,Gd,Gd,Gd,RL
139000,5,1956,1956,74.0,1196,1196,1196,1,6,1,297,Normal,WD,TA,Gd,TA,RL
135000,8,1946,1992,0.0,651,707,1389,1,6,1,240,Normal,WD,TA,TA,TA,RM
275000,5,1989,1989,145.0,1518,1644,1644,2,5,2,569,Normal,WD,Gd,Gd,Gd,RL
109008,6,1957,1957,0.0,907,907,907,1,5,1,352,Normal,WD,TA,TA,TA,RL
195400,5,2007,2007,108.0,1208,1208,1208,2,6,2,628,Partial,New,Gd,Gd,Gd,RL
175000,5,1988,1988,0.0,1392,1412,1412,2,6,2,576,Normal,WD,Gd,Gd,TA,RL
85400,5,1971,1971,232.0,483,483,987,1,4,1,264,Abnorml,COD,TA,TA,TA,RM
79900,7,1920,1998,0.0,901,1088,1198,1,7,0,0,Abnorml,ConLD,TA,TA,TA,RM
122500,5,1971,1971,376.0,765,765,1365,1,6,2,440,Normal,WD,TA,TA,TA,RM
181000,5,1997,1998,0.0,926,926,1604,2,7,2,470,Normal,WD,TA,Gd,TA,RL
81000,7,1972,1972,0.0,630,630,630,1,3,0,0,Normal,WD,TA,Gd,TA,RM
212000,6,1996,1996,0.0,799,827,1661,2,6,2,550,Normal,ConLw,Gd,Gd,Gd,RL
116000,8,1920,1950,0.0,648,734,1118,1,6,2,440,Normal,WD,TA,Fa,TA,RM
119000,7,1926,2004,0.0,884,904,904,1,4,1,180,Normal,WD,TA,TA,Gd,RM
90350,6,1913,2002,0.0,440,694,694,1,4,1,352,Normal,WD,Gd,TA,TA,RL
110000,8,1920,2000,0.0,684,684,1196,1,7,2,528,Normal,ConLI,Gd,TA,TA,RL
555000,5,2008,2008,200.0,3094,2402,2402,2,10,3,672,Normal,WD,Ex,Ex,Ex,RL
118000,4,1955,1955,270.0,1440,1440,1440,2,8,0,0,Normal,WD,Fa,TA,TA,RL
162900,7,1930,1992,0.0,1078,1128,1573,2,8,2,360,Normal,WD,TA,TA,TA,RM
172500,5,2006,2007,72.0,1258,1258,1258,2,6,3,648,Partial,New,Gd,Ex,Gd,RL
210000,5,1994,1995,0.0,915,933,1908,2,8,2,493,Normal,WD,Gd,Gd,Gd,RL
127500,5,1956,1956,0.0,1436,1689,1689,1,7,2,480,Normal,COD,TA,TA,TA,RL
190000,6,1966,2002,0.0,1517,1888,1888,2,6,2,578,Normal,WD,Gd,TA,Gd,RL
199900,5,1998,1999,0.0,930,956,1886,2,10,2,431,Normal,WD,Gd,Gd,Gd,RL
119500,6,1937,1950,0.0,780,780,1376,2,7,1,198,Normal,WD,TA,TA,TA,RM
120000,7,1948,2002,0.0,649,679,1183,1,6,1,308,Normal,WD,TA,TA,TA,RM
110000,8,1930,2005,0.0,813,813,813,1,5,1,270,Normal,WD,Gd,TA,TA,RM
280000,5,1975,1975,0.0,1533,1533,1533,2,5,2,576,Normal,WD,Gd,Gd,TA,RL
204000,5,1996,1997,42.0,872,888,1756,2,7,2,422,Normal,WD,TA,Ex,Gd,RL
210000,5,2008,2008,0.0,768,786,1590,2,6,2,676,Normal,WD,Gd,Gd,Gd,FV
188000,5,1976,1976,0.0,1728,1728,1728,2,8,2,560,Family,WD,TA,TA,TA,RL
175500,6,1973,1973,320.0,1242,1242,1242,1,6,2,528,Normal,WD,TA,TA,TA,RL
98000,5,1916,1950,0.0,624,624,1344,1,7,3,513,Abnorml,COD,TA,TA,TA,RM
256000,6,1954,1994,0.0,1364,1663,1663,1,6,2,529,Normal,WD,Gd,Gd,TA,RL
161000,7,1925,1996,0.0,588,833,1666,1,7,1,228,Normal,WD,Gd,TA,TA,RM
110000,4,1950,1950,161.0,709,979,1203,1,5,1,352,Normal,WD,Gd,TA,TA,RL
263435,5,2009,2009,110.0,832,832,1935,2,8,2,552,Partial,New,TA,Gd,Gd,FV
155000,9,1936,2007,0.0,560,575,1135,1,6,2,576,Normal,WD,Gd,Gd,Gd,RL
62383,5,1965,1965,0.0,864,864,864,1,5,1,360,Normal,WD,TA,TA,TA,RL
188700,7,1934,1995,0.0,715,849,1660,1,6,1,240,Normal,WD,TA,TA,TA,RL
124000,5,1978,1978,136.0,1040,1040,1040,2,5,0,0,Normal,WD,TA,Gd,TA,RL
178740,5,2004,2004,18.0,1375,1414,1414,2,6,2,398,Normal,WD,Gd,Gd,Gd,RM
167000,5,1970,1970,0.0,1277,1277,1277,1,5,2,526,Normal,WD,TA,TA,TA,RL
146500,7,1942,1995,224.0,728,888,1644,1,7,1,312,Normal,WD,Gd,TA,TA,RL
250000,5,2006,2006,248.0,1626,1634,1634,2,7,3,866,Normal,WD,Gd,Gd,Gd,RL
187000,5,1993,1993,120.0,832,832,1710,2,7,2,506,Normal,WD,Gd,Gd,Gd,RL
212000,5,1985,1985,0.0,1488,1502,1502,1,4,2,528,Normal,WD,Gd,Gd,Gd,RL
190000,6,1977,1977,0.0,808,1161,1969,2,8,2,534,Normal,WD,TA,Gd,TA,RL
148000,5,2005,2005,80.0,547,1072,1072,1,5,2,525,Normal,WD,TA,Gd,TA,RM
440000,5,2006,2007,304.0,1976,1976,1976,2,7,3,908,Partial,New,Gd,Ex,Gd,RL
251000,5,2000,2000,0.0,1494,1652,1652,2,6,2,499,Normal,WD,Ex,Gd,Gd,RL
132500,6,1963,1963,0.0,970,970,970,1,5,2,624,Normal,WD,TA,TA,TA,RL
208900,5,1997,1998,215.0,1478,1493,1493,2,7,2,508,Normal,WD,Gd,Gd,TA,RL
380000,5,2006,2006,772.0,2153,2069,2643,2,9,3,694,Normal,WD,Ex,Gd,Ex,RL
297000,5,2007,2008,336.0,1705,1718,1718,2,7,3,826,Normal,WD,Gd,Ex,Gd,RL
89471,7,1937,2000,435.0,907,1131,1131,1,7,2,672,Alloca,WD,TA,Fa,TA,RM
326000,5,2004,2005,378.0,1833,1850,1850,2,8,3,772,Normal,WD,Gd,Ex,Gd,RL
374000,5,2003,2004,562.0,1792,1792,1792,2,6,3,874,Normal,WD,Ex,Ex,Gd,RL
155000,8,1915,2005,0.0,910,916,1826,1,7,1,164,Normal,WD,Ex,TA,Gd,RM
164000,5,1998,1998,116.0,1216,1216,1216,2,5,2,402,Normal,WD,TA,Ex,TA,RM
132500,7,1962,2001,0.0,999,999,999,1,6,1,264,Normal,WD,Gd,TA,TA,RL
147000,7,1950,2007,0.0,1113,1113,1113,1,5,1,264,Normal,WD,Gd,TA,Gd,RL
156000,7,1965,1965,168.0,1073,1073,1073,1,6,2,515,Normal,WD,TA,TA,TA,RL
175000,6,1971,1971,0.0,1484,1484,1484,2,7,2,487,Normal,WD,TA,Gd,TA,RL
160000,4,1900,1970,0.0,954,1766,2414,2,10,2,520,Normal,ConLD,TA,TA,TA,RL
86000,8,1970,2002,0.0,630,630,630,1,3,1,286,Normal,WD,Gd,Gd,TA,RM
115000,6,1976,1976,0.0,264,616,1304,1,4,1,336,Normal,WD,TA,Gd,TA,RM
133000,7,1941,1950,0.0,806,958,1578,1,5,1,240,Normal,WD,Fa,TA,TA,RL
172785,5,2006,2006,0.0,728,728,1456,2,8,2,429,Partial,New,TA,Gd,Gd,RL
155000,6,1960,1960,0.0,1269,1269,1269,1,6,1,308,Normal,WD,TA,TA,TA,RL
91300,8,1938,1996,0.0,190,886,886,1,4,1,273,Normal,WD,TA,Fa,TA,RM
34900,5,1920,1950,0.0,720,720,720,1,4,0,0,Abnorml,WD,TA,TA,TA,C (all)
430000,5,1992,1993,0.0,3200,3228,3228,3,10,2,546,Normal,WD,Gd,Gd,Gd,RL
184000,6,1925,1950,0.0,1026,1133,1820,2,8,1,240,Normal,WD,TA,TA,TA,RL
130000,7,1967,2004,89.0,864,899,899,1,5,1,288,Normal,WD,Gd,TA,TA,RL
120000,7,1958,1985,0.0,912,912,912,1,5,1,297,Normal,WD,TA,TA,TA,RL
113000,5,1973,1973,285.0,672,672,1218,1,7,1,264,Normal,WD,TA,TA,TA,RM
226700,5,2005,2005,0.0,866,866,1768,2,7,2,603,Normal,WD,Gd,Gd,Gd,FV
140000,7,1965,1965,0.0,1214,1214,1214,1,6,2,461,Normal,WD,TA,TA,TA,RL
289000,8,1959,1997,0.0,1501,1801,1801,2,6,2,484,Normal,WD,TA,TA,TA,RL
147000,5,1974,1974,0.0,855,855,1322,2,6,2,440,Normal,WD,TA,TA,TA,RL
124500,5,1952,1952,360.0,960,960,1960,2,10,2,400,Normal,COD,TA,TA,TA,RM
215000,5,1993,1994,125.0,777,1065,1911,2,8,2,471,Normal,WD,Gd,Gd,Gd,RL
208300,5,2009,2009,0.0,1218,1218,1218,2,4,2,676,Partial,New,Gd,Gd,Gd,FV
161000,9,1928,2005,0.0,689,689,1378,2,7,2,360,Normal,WD,Gd,TA,TA,RM
124500,6,1959,1959,132.0,1041,1041,1041,1,6,1,270,Normal,WD,TA,TA,TA,RL
164900,7,1951,2000,70.0,1008,1363,1363,1,6,1,288,Normal,WD,TA,TA,Gd,RL
202665,5,2005,2006,94.0,1368,1368,1368,2,6,2,474,Partial,New,Gd,Gd,Gd,RL
129900,5,1958,1958,0.0,864,864,864,1,5,2,624,Normal,WD,TA,TA,TA,RL
134000,5,1983,1983,0.0,1084,1080,1080,1,5,2,484,Normal,WD,TA,TA,TA,RL
96500,5,1926,1950,0.0,768,789,789,1,5,1,200,Normal,WD,TA,TA,TA,RL
402861,5,2009,2009,305.0,2006,2020,2020,2,9,3,900,Partial,New,Ex,Ex,Ex,RL
158000,6,1972,1972,333.0,689,1378,2119,2,7,2,583,Abnorml,COD,TA,TA,TA,RL
265000,5,1996,1997,921.0,1264,1277,2344,2,7,3,889,Normal,WD,Gd,Gd,Gd,RL
211000,5,1998,1998,0.0,794,882,1796,2,7,2,546,Normal,WD,TA,Gd,TA,RL
234000,9,1926,2004,0.0,1276,1276,2080,1,9,1,282,Normal,WD,Gd,Gd,Gd,RL
106250,7,1900,2000,0.0,0,694,1294,2,7,0,0,Normal,WD,TA,None,TA,RL
150000,6,1957,1957,0.0,1244,1244,1244,1,6,1,336,Normal,WD,TA,TA,TA,RL
159000,7,1947,1950,0.0,1004,1004,1664,2,7,2,420,Normal,WD,TA,TA,TA,RM
184750,5,2007,2008,762.0,3138,3138,4676,3,11,3,884,Partial,New,Ex,Ex,Ex,RL
315750,5,1996,1997,594.0,1379,1383,2398,2,8,3,834,Normal,WD,Gd,Gd,Gd,RL
176000,5,2005,2005,0.0,1257,1266,1266,2,6,2,453,Normal,WD,Gd,Gd,Gd,FV
132000,7,1956,2000,0.0,928,928,928,1,4,1,252,Normal,WD,TA,Gd,TA,RL
446261,5,2008,2008,268.0,1452,1476,2713,2,11,3,858,Partial,New,Ex,Ex,Ex,RL
86000,7,1920,2002,0.0,528,605,605,1,5,0,0,Normal,WD,TA,TA,TA,RL
200624,3,1957,1975,0.0,2035,2515,2515,3,9,2,484,Alloca,WD,TA,TA,Gd,RL
175000,5,1988,1989,219.0,1461,1509,1509,2,5,2,600,Abnorml,WD,Gd,Gd,Gd,RL
128000,8,1920,1999,0.0,611,751,1362,2,6,2,502,Normal,WD,TA,Fa,TA,RM
107500,7,1955,2007,0.0,0,827,827,1,5,1,392,Normal,WD,TA,None,TA,RL
39300,3,1946,1950,0.0,0,334,334,1,2,0,0,Normal,WD,Fa,None,Fa,RL
178000,5,2004,2004,0.0,707,707,1414,2,6,2,403,Normal,WD,Gd,Ex,Gd,RL
107500,7,1910,1991,0.0,1117,820,1347,1,5,0,0,Normal,WD,TA,Gd,TA,RL
